Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,91.11000061035156,94.44999694824219,90.75,91.9800033569336,91.9800033569336,27891000
2023-01-04,98.8499984741211,104.5199966430664,96.97000122070312,103.91999816894531,103.91999816894531,53291800
2023-01-05,101.4000015258789,105.69999694824219,100.63999938964844,104.58000183105469,104.58000183105469,30400400
2023-01-06,104.11000061035156,108.0,102.45999908447266,107.4000015258789,107.4000015258789,21072400
2023-01-09,111.98999786376953,113.11000061035156,108.12000274658203,110.83000183105469,110.83000183105469,42085300
2023-01-10,112.97000122070312,115.4800033569336,111.20999908447266,114.87999725341797,114.87999725341797,33478600
2023-01-11,114.5999984741211,115.20999908447266,112.30999755859375,115.0199966430664,115.0199966430664,22804400
2023-01-12,113.66000366210938,113.79000091552734,111.44999694824219,113.1500015258789,113.1500015258789,16590600
2023-01-13,114.5199966430664,117.9800033569336,114.08999633789062,117.01000213623047,117.01000213623047,25615100
2023-01-17,115.5199966430664,117.01000213623047,114.33999633789062,115.19000244140625,115.19000244140625,16945600
2023-01-18,116.75,116.75,113.04000091552734,113.22000122070312,113.22000122070312,15347900
2023-01-19,114.0199966430664,117.0,113.97000122070312,116.58000183105469,116.58000183105469,18489900
2023-01-20,118.302001953125,120.05999755859375,117.80000305175781,119.86000061035156,119.86000061035156,18342700
2023-01-23,120.0,120.30000305175781,118.13700103759766,119.52999877929688,119.52999877929688,13590200
2023-01-24,115.0,120.0,115.0,119.44000244140625,119.44000244140625,7807100
2023-01-25,118.51000213623047,120.31999969482422,117.5,120.25,120.25,9705000
2023-01-26,121.0,121.30000305175781,118.76200103759766,120.56999969482422,120.56999969482422,11171000
2023-01-27,119.69000244140625,119.70999908447266,116.80999755859375,118.37999725341797,118.37999725341797,18027400
2023-01-30,111.69000244140625,113.1500015258789,109.77999877929688,111.19999694824219,111.19999694824219,21918200
2023-01-31,109.41999816894531,112.08000183105469,108.80999755859375,110.19999694824219,110.19999694824219,15330000
2023-02-01,111.86000061035156,113.94999694824219,110.1500015258789,112.81999969482422,112.81999969482422,16623000
2023-02-02,112.5,112.5250015258789,107.80999755859375,109.73999786376953,109.73999786376953,23396900
2023-02-03,108.05000305175781,109.52999877929688,105.80999755859375,106.33000183105469,106.33000183105469,15982200
2023-02-06,103.81999969482422,106.27999877929688,103.22000122070312,105.44999694824219,105.44999694824219,15337500
2023-02-07,106.83999633789062,107.3499984741211,103.72000122070312,105.5,105.5,16861700
2023-02-08,107.0999984741211,107.13999938964844,103.55000305175781,105.11000061035156,105.11000061035156,14329500
2023-02-09,108.5,109.80999755859375,107.75,108.45999908447266,108.45999908447266,16281300
2023-02-10,105.80000305175781,106.63999938964844,102.79000091552734,103.6500015258789,103.6500015258789,18776000
2023-02-13,105.98999786376953,106.3499984741211,104.1500015258789,104.79000091552734,104.79000091552734,18538600
2023-02-14,103.55000305175781,104.4800033569336,101.8499984741211,104.22000122070312,104.22000122070312,12978400
2023-02-15,102.38999938964844,103.44000244140625,102.0,103.08000183105469,103.08000183105469,18230200
2023-02-16,102.70999908447266,104.5199966430664,102.02999877929688,103.11000061035156,103.11000061035156,21747100
2023-02-17,101.0,101.08999633789062,99.25,100.01000213623047,100.01000213623047,18121600
2023-02-21,96.5,97.625,94.69999694824219,95.0999984741211,95.0999984741211,27172700
2023-02-22,95.57499694824219,95.88999938964844,93.55500030517578,94.77999877929688,94.77999877929688,24484000
2023-02-23,100.0999984741211,100.47000122070312,92.12999725341797,94.16000366210938,94.16000366210938,40482900
2023-02-24,90.06999969482422,91.68000030517578,88.02999877929688,89.0,89.0,36174500
2023-02-27,90.8499984741211,91.23999786376953,88.8949966430664,89.25,89.25,25840000
2023-02-28,88.45999908447266,89.33999633789062,87.2699966430664,87.79000091552734,87.79000091552734,24597200
2023-03-01,92.91999816894531,92.91999816894531,89.7300033569336,89.94999694824219,89.94999694824219,35434900
2023-03-02,88.95999908447266,90.91899871826172,87.97000122070312,89.75,89.75,24829000
2023-03-03,90.11000061035156,90.45999908447266,88.4000015258789,89.69999694824219,89.69999694824219,25834300
2023-03-06,89.58499908447266,91.30000305175781,88.02999877929688,89.62000274658203,89.62000274658203,16983900
2023-03-07,89.5199966430664,90.05000305175781,88.19999694824219,88.7300033569336,88.7300033569336,14514700
2023-03-08,87.38999938964844,87.7699966430664,86.44999694824219,86.94999694824219,86.94999694824219,14721500
2023-03-09,85.12000274658203,85.69000244140625,82.875,83.37000274658203,83.37000274658203,24327700
2023-03-10,82.63999938964844,84.5199966430664,82.33000183105469,82.95999908447266,82.95999908447266,18123100
2023-03-13,83.01000213623047,83.75499725341797,81.97000122070312,82.9000015258789,82.9000015258789,17848300
2023-03-14,82.86000061035156,83.91000366210938,82.16000366210938,83.8499984741211,83.8499984741211,20126100
2023-03-15,81.55000305175781,82.54000091552734,80.1500015258789,81.51000213623047,81.51000213623047,21025300
2023-03-16,81.45999908447266,82.4800033569336,80.66000366210938,82.22000122070312,82.22000122070312,22877500
2023-03-17,84.0,84.16000366210938,80.62000274658203,81.66999816894531,81.66999816894531,23711100
2023-03-20,80.1500015258789,81.9000015258789,79.4800033569336,81.0,81.0,19536500
2023-03-21,82.45999908447266,84.08799743652344,82.0,83.69999694824219,83.69999694824219,16529400
2023-03-22,84.83999633789062,85.38999938964844,83.51000213623047,83.6500015258789,83.6500015258789,21204700
2023-03-23,87.68000030517578,88.37999725341797,85.26000213623047,86.5199966430664,86.5199966430664,26861400
2023-03-24,85.87000274658203,88.11000061035156,85.62999725341797,86.9000015258789,86.9000015258789,20332500
2023-03-27,87.12999725341797,88.22000122070312,85.5,86.12000274658203,86.12000274658203,18258300
2023-03-28,95.3499984741211,99.51000213623047,92.05999755859375,98.4000015258789,98.4000015258789,118875200
2023-03-29,97.58999633789062,101.33000183105469,96.27999877929688,99.91999816894531,99.91999816894531,53695000
2023-03-30,101.33999633789062,105.05000305175781,100.5,103.37999725341797,103.37999725341797,57780700
2023-03-31,102.86000061035156,103.5999984741211,101.13200378417969,102.18000030517578,102.18000030517578,28382600
2023-04-03,100.88999938964844,101.75,97.61000061035156,98.38999938964844,98.38999938964844,26888100
2023-04-04,98.94000244140625,101.47000122070312,97.26000213623047,100.72000122070312,100.72000122070312,26868400
2023-04-05,99.23999786376953,100.44999694824219,97.66000366210938,98.55000305175781,98.55000305175781,20117700
2023-04-06,98.52999877929688,103.23999786376953,98.2699966430664,102.73999786376953,102.73999786376953,26849200
2023-04-10,100.62000274658203,102.83000183105469,100.58999633789062,101.54000091552734,101.54000091552734,16308300
2023-04-11,102.45999908447266,102.54000091552734,99.19999694824219,99.76000213623047,99.76000213623047,19017700
2023-04-12,97.81999969482422,98.88999938964844,93.58000183105469,93.83999633789062,93.83999633789062,35516000
2023-04-13,95.875,97.19000244140625,95.09500122070312,96.16999816894531,96.16999816894531,24231700
2023-04-14,95.62999725341797,96.12000274658203,93.83999633789062,94.55000305175781,94.55000305175781,14098700
2023-04-17,96.73999786376953,97.2300033569336,95.48999786376953,96.41999816894531,96.41999816894531,15714100
2023-04-18,99.0199966430664,99.16999816894531,95.18099975585938,95.48999786376953,95.48999786376953,20672300
2023-04-19,94.5999984741211,94.81999969482422,92.94999694824219,93.48999786376953,93.48999786376953,18985200
2023-04-20,93.3499984741211,93.79000091552734,90.05000305175781,90.73999786376953,90.73999786376953,25533900
2023-04-21,89.95999908447266,90.19000244140625,88.30000305175781,89.12999725341797,89.12999725341797,23097300
2023-04-24,88.4000015258789,88.4800033569336,86.04000091552734,86.88999938964844,86.88999938964844,22757100
2023-04-25,85.31999969482422,85.69999694824219,82.21199798583984,82.91999816894531,82.91999816894531,36441300
2023-04-26,85.04000091552734,85.22000122070312,82.76000213623047,82.81999969482422,82.81999969482422,24983000
2023-04-27,83.06999969482422,84.63999938964844,82.63999938964844,84.47000122070312,84.47000122070312,24506800
2023-04-28,84.18000030517578,85.08000183105469,83.87000274658203,84.69000244140625,84.69000244140625,18109300
2023-05-01,84.1500015258789,85.27999877929688,83.77100372314453,84.16000366210938,84.16000366210938,12909200
2023-05-02,83.1500015258789,83.27999877929688,80.65399932861328,81.52999877929688,81.52999877929688,20689500
2023-05-03,81.30500030517578,82.0,80.48999786376953,81.4800033569336,81.4800033569336,17759400
2023-05-04,82.38999938964844,83.12999725341797,81.80000305175781,82.48999786376953,82.48999786376953,23773800
2023-05-05,82.75,83.37999725341797,82.02999877929688,83.22000122070312,83.22000122070312,17500600
2023-05-08,83.62999725341797,83.69999694824219,82.33999633789062,83.30999755859375,83.30999755859375,17392900
2023-05-09,80.54499816894531,82.66000366210938,80.1500015258789,82.22000122070312,82.22000122070312,13457400
2023-05-10,82.13999938964844,84.5,81.7699966430664,82.94999694824219,82.94999694824219,16868100
2023-05-11,85.43000030517578,88.4800033569336,84.81999969482422,87.88999938964844,87.88999938964844,28104200
2023-05-12,86.70999908447266,86.70999908447266,84.76000213623047,85.33999633789062,85.33999633789062,19031400
2023-05-15,87.12999725341797,88.4000015258789,85.83300018310547,88.33999633789062,88.33999633789062,23691200
2023-05-16,87.11000061035156,89.37000274658203,87.05999755859375,88.76000213623047,88.76000213623047,18177900
2023-05-17,88.45999908447266,91.43000030517578,88.01000213623047,90.68000030517578,90.68000030517578,27670700
2023-05-18,90.80999755859375,91.0,85.0,85.7699966430664,85.7699966430664,60258600
2023-05-19,83.8499984741211,85.19999694824219,83.4800033569336,83.9800033569336,83.9800033569336,21538500
2023-05-22,85.66999816894531,87.4800033569336,85.6500015258789,86.0999984741211,86.0999984741211,16951300
2023-05-23,84.16000366210938,84.9749984741211,82.69999694824219,82.87999725341797,82.87999725341797,19917800
2023-05-24,82.16500091552734,82.5999984741211,80.87999725341797,81.20999908447266,81.20999908447266,17045800
2023-05-25,80.58999633789062,80.70999908447266,78.12000274658203,78.77999877929688,78.77999877929688,21811600
2023-05-26,79.9000015258789,81.56600189208984,78.4000015258789,80.97000122070312,80.97000122070312,16399200
2023-05-30,80.12000274658203,80.69999694824219,78.16999816894531,78.66999816894531,78.66999816894531,21209600
2023-05-31,79.58000183105469,79.66500091552734,77.7699966430664,79.55000305175781,79.55000305175781,16206300
