Date,Open,High,Low,Close,Adj Close,Volume
2023-06-01,79.3499984741211,84.0,79.3499984741211,83.0,83.0,23217600
2023-06-02,85.08000183105469,86.02999877929688,84.13999938964844,84.2699966430664,84.2699966430664,17574200
2023-06-05,83.98999786376953,84.56999969482422,83.23999786376953,84.4000015258789,84.4000015258789,8204000
2023-06-06,83.5,87.05999755859375,83.37000274658203,86.69999694824219,86.69999694824219,18452000
2023-06-07,85.72000122070312,86.94999694824219,85.08999633789062,85.27999877929688,85.27999877929688,12886700
2023-06-08,85.16999816894531,86.94999694824219,85.16999816894531,86.13999938964844,86.13999938964844,11281000
2023-06-09,86.05999755859375,86.83799743652344,85.06500244140625,85.5,85.5,12882700
2023-06-12,86.01000213623047,87.29000091552734,85.62999725341797,85.86000061035156,85.86000061035156,11559000
2023-06-13,87.95999908447266,89.22000122070312,87.25,87.51000213623047,87.51000213623047,16814100
2023-06-14,87.97000122070312,90.12000274658203,87.70999908447266,89.36000061035156,89.36000061035156,21519300
2023-06-15,91.45999908447266,92.7699966430664,90.5999984741211,92.19999694824219,92.19999694824219,26570500
2023-06-16,94.0,94.29000091552734,91.5199966430664,92.0999984741211,92.0999984741211,25048200
